layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer
1,KEY,query_item_orig,query_item,conv_output,logit_diff,-0.02410888671875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,kl_div,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,restored_prob,0.009301479072746588,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,prob_diff,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,restored_logit,5.079750061035156,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,logit_diff,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,kl_div,1.173077635030495e-07,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,restored_prob,0.010957843798223621,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,prob_diff,0.00015514070400968194,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,restored_logit,5.07196044921875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,logit_diff,0.0086822509765625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,kl_div,6.237132765818387e-08,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,restored_prob,0.009511603976534388,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,prob_diff,1.9909930415451527e-07,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,restored_logit,5.099090576171875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,logit_diff,-0.0033779144287109375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,kl_div,2.6671150408219546e-06,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,restored_prob,0.014272673499363009,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,prob_diff,0.004589193060382968,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,restored_logit,5.132415771484375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,logit_diff,-0.005870819091796875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,query_item_orig,conv_output,max_perc,0.078125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig,conv_output,max_perc,0.25,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,query_item,conv_output,max_perc,0.140625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,max_perc,0.015625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,max_perc,0.109375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc,0.140625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc,0.265625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,nothing,conv_output,max_perc,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,kl_div,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,restored_prob,0.00011013776322243984,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,prob_diff,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,restored_logit,-0.082244873046875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,logit_diff,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,kl_div,4.850171535508707e-06,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,restored_prob,0.00020840973836300236,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,prob_diff,0.00011140240273022073,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,restored_logit,0.79034423828125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,logit_diff,0.7827644348144531,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,kl_div,3.92136826121714e-06,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,restored_prob,0.00014298156821013208,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,prob_diff,5.207899084780365e-05,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,restored_logit,0.42461395263671875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,logit_diff,0.49317169189453125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,kl_div,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,restored_prob,0.00010062268020050169,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,prob_diff,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,restored_logit,-0.103546142578125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,logit_diff,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,kl_div,1.9279650587122887e-07,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,restored_prob,0.00010821680273664924,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,prob_diff,-3.124551426481048e-07,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,restored_logit,0.0658721923828125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,logit_diff,0.001434326171875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,kl_div,3.8518919609487057e-07,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_prob,8.45221777510119e-05,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,prob_diff,-2.5760954827092064e-06,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_logit,0.0386199951171875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,logit_diff,-0.01815319061279297,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,kl_div,8.321097993757576e-06,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_prob,0.0008173249468228505,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,prob_diff,0.0006814452393157922,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_logit,1.2426567077636719,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,logit_diff,1.2607154846191406,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,max_perc,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,max_perc,0.15625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,max_perc,0.125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,max_perc,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,max_perc,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc,0.71875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,nothing,conv_output,max_perc,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,query_item_orig,conv_output,max_perc_layer,0.40625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,query_item_orig,conv_output,max_perc_layer,0.140625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,query_item_orig,conv_output,max_perc_layer,0.453125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,target_item_orig,conv_output,max_perc_layer,0.421875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig,conv_output,max_perc_layer,0.375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,target_item_orig,conv_output,max_perc_layer,0.203125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,query_item,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,query_item,conv_output,max_perc_layer,0.34375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,query_item,conv_output,max_perc_layer,0.65625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,target_item,conv_output,max_perc_layer,1.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,divider,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,divider,conv_output,max_perc_layer,0.3125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,divider,conv_output,max_perc_layer,0.6875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.140625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.484375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.328125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.328125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.34375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,query_item_orig,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item_orig,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,query_item_orig,conv_output,max_perc_layer,1.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,target_item_orig,conv_output,max_perc_layer,0.390625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig,conv_output,max_perc_layer,0.609375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,target_item_orig,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.921875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.078125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,target_item,conv_output,max_perc_layer,1.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.046875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.09375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.859375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.984375,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.015625,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.28125,ar_32_nope/mamba___64___3e-04,0.0003,64,2
1,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.71875,ar_32_nope/mamba___64___3e-04,0.0003,64,2
nothing,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.0,ar_32_nope/mamba___64___3e-04,0.0003,64,2
0,KEY,query_item_orig,query_item_orig,conv_input,kl_div,2.0335301087470725e-07,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.00021041184663772583,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.00021133571863174438,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,-9.98377799987793e-07,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,0.4812612533569336,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,0.4839468002319336,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,-0.0019674301147460938,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.0002106204628944397,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.00021062791347503662,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,0.483428955078125,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,0.4832744598388672,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item,conv_input,restored_prob,0.00021136552095413208,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,query_item,conv_input,restored_prob,0.00021144002676010132,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,query_item,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item,conv_input,restored_logit,0.48548412322998047,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,query_item,conv_input,restored_logit,0.48530006408691406,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,query_item,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item,conv_input,restored_prob,0.00021103769540786743,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item,conv_input,restored_prob,0.00021138042211532593,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item,conv_input,restored_logit,0.4842061996459961,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item,conv_input,restored_logit,0.4845726490020752,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,divider,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,divider,conv_input,restored_prob,0.00021102279424667358,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,divider,conv_input,restored_prob,0.0002110600471496582,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,divider,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,divider,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,divider,conv_input,restored_logit,0.48146867752075195,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,divider,conv_input,restored_logit,0.48197460174560547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,divider,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,divider,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00021142512559890747,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00021112710237503052,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.4830913543701172,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.4827122688293457,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00021050125360488892,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00021089613437652588,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.4810671806335449,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.4817774295806885,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.03125,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,query_item,conv_input,max_perc,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,divider,conv_input,max_perc,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.96875,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,query_item_orig,nothing,conv_input,max_perc,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item_orig,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.00021086633205413818,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.00021084770560264587,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.48095226287841797,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.481839656829834,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,target_item_orig,conv_input,kl_div,2.9500029086193535e-07,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.00021100789308547974,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.00021049752831459045,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,5.885958671569824e-07,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.48154354095458984,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.48032426834106445,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,0.48166942596435547,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,0.0010852813720703125,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item,conv_input,kl_div,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00021125376224517822,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00021078810095787048,ar_32_nope/mamba___64___3e-05,3e-05,64,2
original,KEY,target_item_orig,query_item,conv_input,restored_prob,0.00021054595708847046,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item,conv_input,prob_diff,0.0,ar_32_nope/mamba___64___3e-05,3e-05,64,2
0,KEY,target_item_orig,query_item,conv_input,restored_logit,0.48157596588134766,ar_32_nope/mamba___64___3e-05,3e-05,64,2
corrupted,KEY,target_item_orig,query_item,conv_input,restored_logit,0.4810056686401367,ar_32_nope/mamba___64___3e-05,3e-05,64,2
