layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer,d_conv,mixer_type
1,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.359375,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,query_item,conv_output,max_perc_layer,0.640625,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item,conv_output,max_perc_layer,1.0,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.0,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
1,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.03125,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,divider,conv_output,max_perc_layer,0.96875,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.65625,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.109375,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc_layer,0.234375,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.046875,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
1,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.9375,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
nothing,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc_layer,0.015625,ar_32_mamba_ablation/mamba_3___32___1e-04,0.0001,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,query_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,query_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,divider,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,divider,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,divider,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,divider,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+1,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,query_item_orig,target_item_orig__+2,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item_orig,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,query_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,divider,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,target_item_orig__+2,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,query_item_orig,nothing,conv_input,max_perc,1.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,divider,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,divider,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,divider,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,divider,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+1,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+2,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_input,max_perc,0.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
0,KEY,target_item_orig,nothing,conv_input,max_perc,1.0,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,prob_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,restored_logit,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_input,logit_diff,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,kl_div,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_input,restored_prob,,ar_32_mamba_ablation/mamba_3___32___3e-02,0.03,32,2,3,mamba_no_causal_conv1d
